"RA_anom","1_Nao Obrigatoria_Aprovado","1_Nao Obrigatoria_Desistencia","1_Nao Obrigatoria_Reprovado","1_Obrigatória_Aprovado","1_Obrigatória_Desistencia","1_Obrigatória_Reprovado","2_Nao Obrigatoria_Aprovado","2_Nao Obrigatoria_Desistencia","2_Nao Obrigatoria_Reprovado","2_Obrigatória_Aprovado","2_Obrigatória_Desistencia","2_Obrigatória_Reprovado","3_Nao Obrigatoria_Aprovado","3_Nao Obrigatoria_Desistencia","3_Nao Obrigatoria_Reprovado","3_Obrigatória_Aprovado","3_Obrigatória_Desistencia","3_Obrigatória_Reprovado","4_Nao Obrigatoria_Aprovado","4_Nao Obrigatoria_Desistencia","4_Nao Obrigatoria_Reprovado","4_Obrigatória_Aprovado","4_Obrigatória_Desistencia","4_Obrigatória_Reprovado","5_Nao Obrigatoria_Aprovado","5_Nao Obrigatoria_Desistencia","5_Nao Obrigatoria_Reprovado","5_Obrigatória_Aprovado","5_Obrigatória_Desistencia","5_Obrigatória_Reprovado","6_Nao Obrigatoria_Aprovado","6_Nao Obrigatoria_Desistencia","6_Nao Obrigatoria_Reprovado","6_Obrigatória_Aprovado","6_Obrigatória_Desistencia","6_Obrigatória_Reprovado","7_Nao Obrigatoria_Aprovado","7_Nao Obrigatoria_Desistencia","7_Nao Obrigatoria_Reprovado","7_Obrigatória_Aprovado","7_Obrigatória_Desistencia","7_Obrigatória_Reprovado","8_Nao Obrigatoria_Aprovado","8_Nao Obrigatoria_Desistencia","8_Nao Obrigatoria_Reprovado","8_Obrigatória_Aprovado","8_Obrigatória_Desistencia","8_Obrigatória_Reprovado","9_Nao Obrigatoria_Aprovado","9_Nao Obrigatoria_Desistencia","9_Nao Obrigatoria_Reprovado","9_Obrigatória_Aprovado","9_Obrigatória_Desistencia","9_Obrigatória_Reprovado","10_Nao Obrigatoria_Aprovado","10_Nao Obrigatoria_Desistencia","10_Nao Obrigatoria_Reprovado","10_Obrigatória_Aprovado","10_Obrigatória_Desistencia","10_Obrigatória_Reprovado","11_Nao Obrigatoria_Aprovado","11_Nao Obrigatoria_Desistencia","11_Nao Obrigatoria_Reprovado","11_Obrigatória_Aprovado","11_Obrigatória_Desistencia","11_Obrigatória_Reprovado","12_Nao Obrigatoria_Aprovado","12_Nao Obrigatoria_Desistencia","12_Nao Obrigatoria_Reprovado","12_Obrigatória_Aprovado","12_Obrigatória_Desistencia","12_Obrigatória_Reprovado","13_Nao Obrigatoria_Aprovado","13_Nao Obrigatoria_Desistencia","13_Nao Obrigatoria_Reprovado","13_Obrigatória_Aprovado","13_Obrigatória_Desistencia","13_Obrigatória_Reprovado","14_Nao Obrigatoria_Aprovado","14_Nao Obrigatoria_Desistencia","14_Nao Obrigatoria_Reprovado","14_Obrigatória_Aprovado","14_Obrigatória_Reprovado","15_Nao Obrigatoria_Aprovado","15_Nao Obrigatoria_Desistencia","15_Nao Obrigatoria_Reprovado","15_Obrigatória_Aprovado","15_Obrigatória_Reprovado","16_Nao Obrigatoria_Aprovado","16_Nao Obrigatoria_Desistencia","16_Nao Obrigatoria_Reprovado","16_Obrigatória_Aprovado","17_Nao Obrigatoria_Aprovado","17_Nao Obrigatoria_Desistencia","17_Nao Obrigatoria_Reprovado","17_Obrigatória_Aprovado","17_Obrigatória_Reprovado","18_Nao Obrigatoria_Aprovado","18_Obrigatória_Aprovado","DESCRICAOEGRESSO","PAAIS","SEXO","ESTADOCIVIL","TIPOFORMACAOANTERIOR","NATUREZAESCOLAANTERIOR","DTNASC","NOTAVESTIBULAR","CR","ras","Censura"
"32c31b85",0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,5,0,0,3,0,0,3,0,0,2,1,0,3,0,0,4,0,0,2,0,0,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","7/25/1981",530.81,"0.8051","32c31b85",0
"32c68b6d",0,0,0,5,0,2,0,0,0,3,0,1,0,0,0,5,0,0,1,0,0,3,1,0,2,1,0,1,0,1,2,1,0,2,0,0,3,1,2,3,0,0,1,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","3/20/1986",531.49,"0.6936","32c68b6d",0
"32eb6e3a",0,0,2,4,0,0,0,1,0,3,0,0,1,0,0,4,0,0,2,2,0,2,0,0,2,0,1,2,0,0,1,1,1,3,0,0,4,0,0,1,0,0,2,1,0,3,0,0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Tecnico Particular","5/13/1974",621.95,"0.6526","32eb6e3a",0
"32f06f9f",1,0,4,1,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","4/22/1977",602.54,"0.1955","32f06f9f",1
"332055f9",5,2,0,0,0,4,7,0,0,0,2,3,7,0,1,0,1,1,3,1,0,0,0,1,3,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","7/4/1992",421,"0.4728","332055f9",1
"3325d89",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","S","2º Grau Particular","5/21/1978",617.6,"0.0090","3325d89",1
"335be4d2",0,0,0,2,0,5,0,0,0,2,0,2,0,0,0,3,1,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","C","S","2º Grau Particular","2/9/1989",461.02,"0.3296","335be4d2",1
"339b29b9",0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,1,0,4,0,0,4,0,0,3,0,0,1,0,1,3,0,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","6/4/1987",489.32,"0.7167","339b29b9",0
"33d237f9",0,0,0,2,0,5,1,0,0,3,0,1,0,0,0,3,2,1,1,0,0,1,0,2,0,0,4,1,0,4,2,1,0,3,0,1,2,0,0,2,0,2,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",0,"M","S","S","2º Grau Particular","8/5/1992",480,"0.4662","33d237f9",1
"33d5d70",1,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","S","2º Grau Publico","3/28/1969",545.46,"0.2326","33d5d70",1
"345909b5",0,0,0,3,0,3,0,0,0,2,1,1,0,0,1,1,1,2,0,1,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","9/7/1994",427,"0.2339","345909b5",1
"3483690d",0,0,0,2,0,3,0,0,0,2,2,1,0,0,0,2,1,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",0,"M","S","S","2º Grau Particular","4/8/1995",497,"0.3280","3483690d",1
"349e514",3,0,1,0,0,4,2,0,1,0,1,2,0,1,0,0,0,4,2,1,0,0,0,3,1,0,6,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","6/20/1989",476,"0.2216","349e514",1
"34dfd3d1",0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"F","S","S","2º Grau Particular","5/17/1979",653.16,"0.7972","34dfd3d1",1
"351fa372",1,0,2,3,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,2,0,4,0,0,2,0,1,3,0,0,4,0,0,3,0,0,3,1,1,2,0,0,5,0,0,1,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Tecnico Publico","3/23/1976",577.24,"0.6216","351fa372",0
"353e6081",0,0,0,5,0,0,1,1,0,4,0,0,0,0,0,5,0,0,1,0,0,3,0,0,3,2,0,2,0,0,2,0,0,3,0,0,4,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","12/30/1978",625.82,"0.8275","353e6081",0
"3588781d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"F","S","S","(null)","2/12/1995",504,"-10,000","3588781d",1
"35a71ed7",1,0,0,5,0,0,0,0,1,3,0,0,0,1,1,3,0,0,2,0,0,4,0,0,1,0,2,1,0,0,2,0,0,4,0,0,4,0,1,1,0,0,3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Publico","4/16/1976",646.42,"0.6379","35a71ed7",0
"360d7702",0,0,0,5,0,0,0,0,0,5,0,0,2,0,0,3,0,1,1,1,0,3,0,0,3,0,1,1,1,0,2,0,0,4,0,0,2,1,0,2,0,0,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","2/24/1987",526.64,"0.6262","360d7702",0
"3626b45f",0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",1,"F","S","S","2º Grau Publico","11/8/1991",512,"0.0500","3626b45f",1
"36396edc",0,0,0,5,0,0,0,0,0,3,0,2,1,0,0,4,0,0,3,0,0,3,0,0,3,0,0,2,0,0,0,1,0,4,0,0,3,1,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","1/2/1989",494.57,"0.7154","36396edc",0
"36474f1f",1,0,2,3,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Publico","2/15/1975",594.46,"0.3667","36474f1f",1
"366e96d6",0,0,1,4,0,0,0,0,0,3,0,0,1,0,0,5,0,1,2,0,0,3,0,0,2,0,0,4,0,0,4,0,0,2,0,0,3,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","1/16/1980",577.82,"0.7608","366e96d6",0
"36807f0f",0,0,0,2,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","7/18/1986",470.44,"0.2027","36807f0f",1
"3691900a",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","S","2º Grau Particular","5/30/1994",510,"0.0026","3691900a",1
"36b7493a",0,0,5,5,0,2,0,0,0,4,0,0,1,1,0,3,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"M","S","S","2º Grau Publico","9/3/1995",487,"0.7337","36b7493a",1
"3725bf75",0,0,0,5,0,1,0,1,0,4,0,0,0,0,0,3,0,2,1,0,0,2,1,1,1,1,0,2,0,0,1,1,0,2,0,0,2,0,3,3,0,0,2,2,0,3,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","11/30/1987",539.58,"0.6530","3725bf75",0
"3769a162",0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,2,0,1,1,0,0,3,0,0,0,0,0,3,0,1,2,0,0,3,0,0,1,0,1,3,0,1,1,0,1,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","8/16/1986",463.74,"0.5979","3769a162",0
"3780c2c7",1,0,0,1,0,3,2,0,0,2,0,1,3,0,0,1,0,2,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","4/9/1989",436.02,"0.4620","3780c2c7",1
"37c34c96",0,0,2,3,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,1,0,3,0,0,1,1,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","4/6/1981",498.42,"0.2966","37c34c96",1
"37d7dd75",0,0,0,5,0,0,0,0,0,3,0,2,0,0,0,3,0,1,2,0,0,2,0,2,1,1,0,2,0,0,2,0,0,4,0,0,3,1,0,3,0,0,3,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","2/21/1983",435.86,"0.6318","37d7dd75",0
"37ea426",3,0,1,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",1,"M","S","S","2º Grau Tecnico Publico","9/13/1988",569.56,"0.4445","37ea426",1
"37ec54ed",0,0,3,3,0,0,0,0,2,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","5/14/1977",552.73,"0.4216","37ec54ed",1
"38217369",0,0,0,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",0,"M","S"," ","(null)","4/23/1996",537,"0.6957","38217369",1
"38240d8f",0,0,0,5,0,1,1,0,0,4,0,0,1,0,0,4,0,1,4,0,0,3,0,0,4,0,0,3,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","2/21/1980",652.04,"0.8331","38240d8f",0
"38a5cd28",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"F","S","S","2º Grau Particular","11/1/1995",429,"0.1257","38a5cd28",1
"38fb13d1",0,0,7,2,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"M","S","G","Superior Publico","6/8/1991",610,"0.8733","38fb13d1",1
"390aa47",0,0,0,5,0,0,0,0,0,3,0,3,1,0,0,3,0,0,1,0,0,3,0,0,3,1,0,1,0,1,1,0,1,1,0,2,1,0,0,0,0,1,0,1,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","1/1/1990",450.52,"0.5137","390aa47",1
"39161f2c",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","S","2º Grau Particular","1/23/1981",680.59,"0.0000","39161f2c",1
"3929d49b",0,0,0,1,0,5,1,0,0,2,1,1,0,0,1,3,0,2,2,0,0,2,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"F","S","S","2º Grau Tecnico Publico","6/27/1994",482,"0.4007","3929d49b",1
"3954d305",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",0,"F","S","S","(null)","4/4/1997",454.7,"-10,000","3954d305",1
"39565098",0,0,0,5,0,1,0,0,0,2,0,2,0,0,0,4,0,1,1,0,0,3,0,0,1,1,0,2,0,0,2,1,0,4,0,1,2,1,0,2,0,0,2,1,0,4,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","9/6/1985",567.84,"0.6820","39565098",0
"39ad84d4",0,0,1,4,0,0,1,0,0,4,0,0,0,0,0,5,0,0,1,0,0,5,0,0,2,0,0,3,0,0,4,0,0,2,0,0,3,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","5/5/1982",621.79,"0.7671","39ad84d4",0
"39d1bf83",1,0,1,4,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,2,0,3,0,0,0,1,1,2,0,0,1,0,1,2,0,0,2,0,1,2,0,0,2,2,1,1,0,0,3,0,0,2,0,0,2,1,2,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","9/29/1976",539.37,"0.6035","39d1bf83",0
"39deb6cc",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",0,"F","S","S","(null)","2/29/1996",428.6,"-10,000","39deb6cc",1
"3a30a585",0,0,0,4,0,1,0,0,0,4,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","5/24/1989",511.28,"0.5387","3a30a585",1
"3a65a0a3",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",1,"M","S","S","2º Grau Publico","3/25/1985",487,"0.1850","3a65a0a3",1
